Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0012304	CBR07868	CNI10449	WBGene00020096
OG0012305	CBR07869	CNI10450	WBGene00020095
OG0012306	CBR07871	CNI10452	WBGene00016165
OG0012307	CBR07874	CNI10456	WBGene00044311
OG0012308	CBR07876	CNI10458	WBGene00044312
OG0012309	CBR07879	CNI10461	WBGene00004857
OG0012310	CBR07882	CNI10462	WBGene00020067
OG0012311	CBR07883	CNI10463	WBGene00006971
OG0012312	CBR07884	CNI10464	WBGene00005712
OG0012313	CBR07892	CNI10469	WBGene00019908
OG0012314	CBR07893	CNI10470	WBGene00019907
OG0012315	CBR07895	CNI10471	WBGene00000998
OG0012316	CBR07898	CNI10474	WBGene00003851
OG0012317	CBR07899	CNI10475	WBGene00044452
OG0012318	CBR07900	CNI10476	WBGene00022420
OG0012319	CBR07901	CNI10477	WBGene00018131
OG0012320	CBR07907	CNI10483	WBGene00018135
OG0012321	CBR07908	CNI10484	WBGene00017360
OG0012322	CBR07909	CNI10485	WBGene00002169
OG0012323	CBR07910	CNI10487	WBGene00004316
OG0012324	CBR07913	CNI10490	
OG0012325	CBR07914	CNI10491	WBGene00015735
OG0012326	CBR07915	CNI10492	WBGene00044353
OG0012327	CBR07922	CNI10498	WBGene00015103
OG0012328	CBR07923	CNI10499	WBGene00003609
OG0012329	CBR07924	CNI10500	WBGene00015104
OG0012330	CBR07930	CNI10509	WBGene00015099
OG0012331	CBR07932	CNI10511	WBGene00001613
OG0012332	CBR07933	CNI10512	WBGene00003858
OG0012333	CBR07934	CNI10513	WBGene00019401
OG0012334	CBR07936	CNI10515	WBGene00019402
OG0012335	CBR07937	CNI10516	WBGene00019400
OG0012336	CBR07939	CNI10518	WBGene00018152
OG0012337	CBR07946	CNI10528	WBGene00004483
OG0012338	CBR07947	CNI10529	WBGene00004450
OG0012339	CBR07948	CNI10530	WBGene00018151
OG0012340	CBR07950	CNI10532	WBGene00018149
OG0012341	CBR07953	CNI10535	WBGene00004490
OG0012342	CBR07954	CNI10536	WBGene00003176
OG0012343	CBR07958	CNI10539	WBGene00018154
OG0012344	CBR07959	CNI10540	WBGene00020112
OG0012345	CBR07960	CNI10541	WBGene00006592
OG0012346	CBR07961	CNI10543	WBGene00004417
OG0012347	CBR07963	CNI10545	WBGene00020106
OG0012348	CBR07964	CNI10546	WBGene00022579
OG0012349	CBR07966	CNI10548	WBGene00022580
OG0012350	CBR07968	CNI10550	WBGene00017361
OG0012351	CBR07978	CNI10561	WBGene00017356
OG0012352	CBR07979	CNI10562	WBGene00017357
OG0012353	CBR07980	CNI10563	WBGene00017358
OG0012354	CBR07981	CNI10564	WBGene00003243
OG0012355	CBR07984	CNI10566	WBGene00017322
OG0012356	CBR07986	CNI10568	WBGene00007056
OG0012357	CBR07987	CNI10569	WBGene00017321
OG0012358	CBR07988	CNI10570	WBGene00017319
OG0012359	CBR07991	CNI10574	WBGene00017320
OG0012360	CBR07993	CNI10577	WBGene00015353
OG0012361	CBR07994	CNI10578	WBGene00015346
OG0012362	CBR07996	CNI10580	WBGene00003952
OG0012363	CBR07999	CNI10583	WBGene00006627
OG0012364	CBR08000	CNI10584	WBGene00006628
OG0012365	CBR08001	CNI10585	WBGene00015348
OG0012366	CBR08008	CNI10587	WBGene00015349
OG0012367	CBR08009	CNI10588	WBGene00015350
OG0012368	CBR08010	CNI10589	WBGene00004342
OG0012369	CBR08011	CNI10590	WBGene00016238
OG0012370	CBR08012	CNI10591	WBGene00006818
OG0012371	CBR08013	CNI10592	WBGene00016242
OG0012372	CBR08019	CNI10600	WBGene00016801
OG0012373	CBR08020	CNI10601	WBGene00004187
OG0012374	CBR08029	CNI10612	WBGene00000679
OG0012375	CBR08034	CNI10617	WBGene00015753
OG0012376	CBR08040	CNI10622	"WBGene00012012, WBGene00016286"
OG0012377	CBR08041	CNI10623	WBGene00006591
OG0012378	CBR08042	CNI10624	WBGene00011974
OG0012379	CBR08043	CNI10625	WBGene00003476
OG0012380	CBR08044	CNI10626	"WBGene00013801, WBGene00013811"
OG0012381	CBR08047	CNI10628	WBGene00000070
OG0012382	CBR08048	CNI10629	WBGene00002267
OG0012383	CBR08050	CNI10631	WBGene00008091
OG0012384	CBR08051	CNI10632	WBGene00009375
OG0012385	CBR08052	CNI10633	WBGene00003033
OG0012386	CBR08053	CNI10634	WBGene00009372
OG0012387	CBR08054	CNI10636	WBGene00045484
OG0012388	CBR08055	CNI10637	WBGene00006376
OG0012389	CBR08056	CNI10638	WBGene00007580
OG0012390	CBR08057	CNI10639	WBGene00184990
OG0012391	CBR08058	CNI10640	WBGene00007579
OG0012392	CBR08061	CNI10642	WBGene00007581
OG0012393	CBR08062	CNI10643	WBGene00007576
OG0012394	CBR08063	CNI10644	WBGene00006474
OG0012395	CBR08064	CNI10645	WBGene00007574
OG0012396	CBR08065	CNI10646	WBGene00007573
OG0012397	CBR08067	CNI10649	WBGene00000885
OG0012398	CBR08073	CNI10651	WBGene00012084
OG0012399	CBR08075	CNI10652	WBGene00010813
OG0012400	CBR08076	CNI10653	WBGene00008288
OG0012401	CBR08078	CNI10656	WBGene00044166
OG0012402	CBR08080	CNI10661	WBGene00003605
OG0012403	CBR08084	CNI10663	WBGene00004213
OG0012404	CBR08086	CNI10665	WBGene00007859
OG0012405	CBR08089	CNI10668	WBGene00008118
OG0012406	CBR08090	CNI10669	WBGene00008117
OG0012407	CBR08091	CNI10670	WBGene00008120
OG0012408	CBR08092	CNI10671	WBGene00008119
OG0012409	CBR08093	CNI10672	WBGene00010811
OG0012410	CBR08094	CNI10673	WBGene00010812
OG0012411	CBR08095	CNI10674	WBGene00010810
OG0012412	CBR08097	CNI10676	WBGene00004428
OG0012413	CBR08098	CNI10677	WBGene00010814
OG0012414	CBR08099	CNI10678	WBGene00010815
OG0012415	CBR08108	CNI10686	WBGene00007924
OG0012416	CBR08109	CNI10687	WBGene00007923
OG0012417	CBR08110	CNI10688	WBGene00007922
OG0012418	CBR08111	CNI10689	WBGene00007927
OG0012419	CBR08112	CNI10690	WBGene00004976
OG0012420	CBR08116	CNI10694	WBGene00003482
OG0012421	CBR08117	CNI10695	WBGene00006783
OG0012422	CBR08118	CNI10696	WBGene00004255
OG0012423	CBR08119	CNI10697	WBGene00011874
OG0012424	CBR08120	CNI10698	WBGene00011873
OG0012425	CBR08121	CNI10699	WBGene00011867
OG0012426	CBR08122	CNI10700	WBGene00011871
OG0012427	CBR08123	CNI10701	WBGene00011872
OG0012428	CBR08124	CNI10702	WBGene00011868
OG0012429	CBR08125	CNI10703	WBGene00000833
OG0012430	CBR08126	CNI10704	WBGene00004326
OG0012431	CBR08128	CNI10706	WBGene00022180
OG0012432	CBR08130	CNI10707	WBGene00022181
OG0012433	CBR08131	CNI10708	WBGene00022182
OG0012434	CBR08132	CNI10709	WBGene00002244
OG0012435	CBR08133	CNI10710	WBGene00022171
OG0012436	CBR08134	CNI10711	WBGene00022185
OG0012437	CBR08136	CNI10712	WBGene00022169
OG0012438	CBR08137	CNI10713	WBGene00044609
OG0012439	CBR08138	CNI10714	WBGene00000160
OG0012440	CBR08139	CNI10715	WBGene00022196
OG0012441	CBR08140	CNI10716	WBGene00007019
OG0012442	CBR08141	CNI10717	WBGene00022195
OG0012443	CBR08142	CNI10718	WBGene00022194
OG0012444	CBR08143	CNI10719	WBGene00022193
OG0012445	CBR08144	CNI10720	WBGene00022192
OG0012446	CBR08145	CNI10721	WBGene00022191
OG0012447	CBR08149	CNI10724	WBGene00002915
OG0012448	CBR08151	CNI10725	WBGene00003941
OG0012449	CBR08153	CNI10727	WBGene00022174
OG0012450	CBR08154	CNI10728	WBGene00022173
OG0012451	CBR08155	CNI10729	WBGene00022175
OG0012452	CBR08156	CNI10730	WBGene00022176
OG0012453	CBR08157	CNI10731	WBGene00022172
OG0012454	CBR08158	CNI10732	WBGene00022177
OG0012455	CBR08159	CNI10733	WBGene00022178
OG0012456	CBR08161	CNI10735	WBGene00021854
OG0012457	CBR08162	CNI10736	WBGene00021855
OG0012458	CBR08164	CNI10738	WBGene00001410
OG0012459	CBR08166	CNI10740	WBGene00000464
OG0012460	CBR08167	CNI10741	WBGene00021849
OG0012461	CBR08168	CNI10742	WBGene00004314
OG0012462	CBR08169	CNI10743	WBGene00021850
OG0012463	CBR08171	CNI10745	WBGene00021852
OG0012464	CBR08172	CNI10746	WBGene00001559
OG0012465	CBR08173	CNI10747	WBGene00004183
OG0012466	CBR08175	CNI10749	
OG0012467	CBR08177	CNI10751	WBGene00008348
OG0012468	CBR08178	CNI10752	WBGene00003372
OG0012469	CBR08179	CNI10753	WBGene00010303
OG0012470	CBR08180	CNI10754	WBGene00010304
OG0012471	CBR08181	CNI10755	WBGene00003795
OG0012472	CBR08182	CNI10756	WBGene00010305
OG0012473	CBR08183	CNI10757	WBGene00010306
OG0012474	CBR08184	CNI10758	WBGene00010450
OG0012475	CBR08186	CNI10760	WBGene00014233
OG0012476	CBR08188	CNI10761	WBGene00014232
OG0012477	CBR08189	CNI10762	WBGene00044072
OG0012478	CBR08190	CNI10763	WBGene00014230
OG0012479	CBR08194	CNI10768	WBGene00014228
OG0012480	CBR08195	CNI10769	WBGene00014227
OG0012481	CBR08196	CNI10770	WBGene00014234
OG0012482	CBR08197	CNI10771	WBGene00011817
OG0012483	CBR08200	CNI10774	WBGene00011815
OG0012484	CBR08201	CNI10775	WBGene00011814
OG0012485	CBR08205	CNI10779	WBGene00011813
OG0012486	CBR08209	CNI10783	WBGene00011807
OG0012487	CBR08210	CNI10784	WBGene00011806
OG0012488	CBR08212	CNI10786	WBGene00306001
OG0012489	CBR08214	CNI10788	WBGene00011805
OG0012490	CBR08217	CNI10790	WBGene00011808
OG0012491	CBR08226	CNI10800	
OG0012492	CBR08228	CNI10802	
OG0012493	CBR08238	CNI10810	WBGene00018120
OG0012494	CBR08248	CNI10824	WBGene00007010
OG0012495	CBR08249	CNI10825	WBGene00003389
OG0012496	CBR08252	CNI10828	WBGene00010542
OG0012497	CBR08254	CNI10830	WBGene00010540
OG0012498	CBR08255	CNI10831	WBGene00010541
OG0012499	CBR08256	CNI10832	WBGene00010539
OG0012500	CBR08257	CNI10833	WBGene00010538
OG0012501	CBR08260	CNI10835	WBGene00009594
OG0012502	CBR08261	CNI10836	WBGene00009593
OG0012503	CBR08267	CNI10844	WBGene00014073
OG0012504	CBR08268	CNI10845	WBGene00014075
OG0012505	CBR08269	CNI10846	WBGene00010784
OG0012506	CBR08270	CNI10847	WBGene00010778
OG0012507	CBR08273	CNI10850	WBGene00010779
OG0012508	CBR08274	CNI10851	WBGene00010782
OG0012509	CBR08277	CNI10853	
OG0012510	CBR08282	CNI10857	WBGene00003035
OG0012511	CBR08287	CNI10862	WBGene00014014
OG0012512	CBR08288	CNI10863	WBGene00014013
OG0012513	CBR08289	CNI10864	WBGene00014012
OG0012514	CBR08290	CNI10865	WBGene00012010
OG0012515	CBR08291	CNI10866	WBGene00014011
OG0012516	CBR08294	CNI10870	WBGene00011217
OG0012517	CBR08295	CNI10871	WBGene00011218
OG0012518	CBR08297	CNI10873	WBGene00006910
OG0012519	CBR08298	CNI10874	WBGene00005021
OG0012520	CBR08299	CNI10875	WBGene00011216
OG0012521	CBR08317	CNI10895	WBGene00007399
OG0012522	CBR08319	CNI10897	WBGene00003571
OG0012523	CBR08321	CNI10899	WBGene00007400
OG0012524	CBR08322	CNI10900	WBGene00007403
OG0012525	CBR08323	CNI10901	WBGene00007404
OG0012526	CBR08324	CNI10902	WBGene00007402
OG0012527	CBR08326	CNI10906	WBGene00008175
OG0012528	CBR08327	CNI10907	WBGene00010226
OG0012529	CBR08330	CNI10911	WBGene00010228
OG0012530	CBR08334	CNI10914	WBGene00010229
OG0012531	CBR08336	CNI10916	WBGene00001955
OG0012532	CBR08337	CNI10917	WBGene00006540
OG0012533	CBR08339	CNI10919	WBGene00006704
OG0012534	CBR08340	CNI10920	WBGene00001570
OG0012535	CBR08342	CNI10922	WBGene00004401
OG0012536	CBR08343	CNI10923	WBGene00008167
OG0012537	CBR08344	CNI10924	WBGene00008168
OG0012538	CBR08345	CNI10925	WBGene00000421
OG0012539	CBR08346	CNI10926	WBGene00008176
OG0012540	CBR08352	CNI10935	WBGene00008171
OG0012541	CBR08353	CNI10936	WBGene00008170
OG0012542	CBR08355	CNI10938	WBGene00014226
OG0012543	CBR08356	CNI10939	WBGene00006755
OG0012544	CBR08357	CNI10940	WBGene00194691
OG0012545	CBR08358	CNI10942	WBGene00014221
OG0012546	CBR08359	CNI10943	WBGene00003504
OG0012547	CBR08360	CNI10944	WBGene00000514
OG0012548	CBR08361	CNI10945	WBGene00014220
OG0012549	CBR08368	CNI10952	WBGene00000550
OG0012550	CBR08369	CNI10953	WBGene00010132
OG0012551	CBR08370	CNI10954	WBGene00010131
OG0012552	CBR08371	CNI10955	WBGene00010130
OG0012553	CBR08372	CNI10956	WBGene00002368
OG0012554	CBR08373	CNI10957	WBGene00004933
OG0012555	CBR08374	CNI10958	WBGene00017037
OG0012556	CBR08376	CNI10960	WBGene00001094
OG0012557	CBR08377	CNI10961	WBGene00007185
OG0012558	CBR08380	CNI10963	WBGene00000268
OG0012559	CBR08381	CNI10964	WBGene00007187
OG0012560	CBR08382	CNI10965	WBGene00000235
OG0012561	CBR08383	CNI10966	WBGene00007188
OG0012562	CBR08384	CNI10967	WBGene00007186
OG0012563	CBR08386	CNI10969	WBGene00010038
OG0012564	CBR08389	CNI10972	WBGene00010039
OG0012565	CBR08390	CNI10973	WBGene00010037
OG0012566	CBR08391	CNI10974	WBGene00001284
OG0012567	CBR08392	CNI10979	WBGene00012062
OG0012568	CBR08393	CNI10980	WBGene00012059
OG0012569	CBR08394	CNI10981	WBGene00004343
OG0012570	CBR08396	CNI10983	WBGene00008000
OG0012571	CBR08397	CNI10984	WBGene00006576
OG0012572	CBR08403	CNI10987	WBGene00010573
OG0012573	CBR08404	CNI10988	WBGene00010575
OG0012574	CBR08409	CNI10993	
OG0012575	CBR08412	CNI10995	WBGene00001242
OG0012576	CBR08413	CNI10996	WBGene00008041
OG0012577	CBR08414	CNI10997	WBGene00008040
OG0012578	CBR08425	CNI11010	WBGene00010454
OG0012579	CBR08432	CNI11022	WBGene00011366
OG0012580	CBR08433	CNI11023	WBGene00011365
OG0012581	CBR08434	CNI11024	WBGene00011962
OG0012582	CBR08435	CNI11025	WBGene00011964
OG0012583	CBR08436	CNI11026	WBGene00000934
OG0012584	CBR08469	CNI11067	WBGene00013985
OG0012585	CBR08470	CNI11068	WBGene00000425
OG0012586	CBR08471	CNI11069	WBGene00001720
OG0012587	CBR08472	CNI11070	WBGene00013982
OG0012588	CBR08474	CNI11072	WBGene00013980
OG0012589	CBR08475	CNI11073	WBGene00013978
OG0012590	CBR08477	CNI11076	WBGene00022718
OG0012591	CBR08478	CNI11077	WBGene00022719
OG0012592	CBR08480	CNI11079	WBGene00022720
OG0012593	CBR08481	CNI11081	WBGene00022721
OG0012594	CBR08497	CNI11107	WBGene00003253
OG0012595	CBR08498	CNI11108	WBGene00019800
OG0012596	CBR08510	CNI11120	WBGene00018836
OG0012597	CBR08519	CNI11122	WBGene00018833
OG0012598	CBR08522	CNI11125	WBGene00018835
OG0012599	CBR08523	CNI11126	WBGene00004201
OG0012600	CBR08524	CNI11127	WBGene00003929
OG0012601	CBR08530	CNI11134	WBGene00015125
OG0012602	CBR08539	CNI11166	
OG0012603	CBR08548	CNI11197	WBGene00014030
OG0012604	CBR08550	CNI11195	WBGene00001734
OG0012605	CBR08551	CNI11194	WBGene00014037
OG0012606	CBR08552	CNI11193	WBGene00014034
OG0012607	CBR08553	CNI11192	WBGene00014036
OG0012608	CBR08554	CNI11191	WBGene00014035
OG0012609	CBR08557	CNI11186	WBGene00004269
OG0012610	CBR08558	CNI11185	WBGene00006977
OG0012611	CBR08560	CNI11183	WBGene00010309
OG0012612	CBR08561	CNI11182	WBGene00010308
OG0012613	CBR08562	CNI11181	WBGene00010307
OG0012614	CBR08563	CNI11180	WBGene00011147
OG0012615	CBR08566	CNI11177	WBGene00011145
OG0012616	CBR08567	CNI11176	WBGene00011144
OG0012617	CBR08569	CNI11174	WBGene00011143
OG0012618	CBR08570	CNI11173	WBGene00011142
OG0012619	CBR08587	CNI11226	WBGene00011298
OG0012620	CBR08652	CNI11421	WBGene00006543
OG0012621	CBR08653	CNI11420	WBGene00004728
OG0012622	CBR08654	CNI11419	WBGene00021902
OG0012623	CBR08655	CNI11418	WBGene00044604
OG0012624	CBR08657	CNI11416	WBGene00020422
OG0012625	CBR08658	CNI11415	WBGene00006736
OG0012626	CBR08659	CNI11414	WBGene00020423
OG0012627	CBR08672	CNI11407	WBGene00019633
OG0012628	CBR08691	CNI11446	WBGene00006389
OG0012629	CBR08698	CNI11456	WBGene00006798
OG0012630	CBR08701	CNI11459	WBGene00003804
OG0012631	CBR08702	CNI11460	WBGene00012803
OG0012632	CBR08707	CNI11472	WBGene00010139
OG0012633	CBR08708	CNI11473	WBGene00185001
OG0012634	CBR08721	"CNI11499, CNI11520"	
OG0012635	CBR08731	CNI11542	
OG0012636	CBR08745	CNI11557	WBGene00013556
OG0012637	CBR08769	CNI11586	
OG0012638	CBR08781	CNI11607	WBGene00002202
OG0012639	CBR08783	CNI11610	WBGene00006811
OG0012640	CBR08789	CNI11632	WBGene00004322
OG0012641	CBR08791	CNI11634	WBGene00011367
OG0012642	CBR08795	CNI11643	WBGene00006830
OG0012643	CBR08803	CNI11648	WBGene00006448
OG0012644	CBR08804	CNI11649	WBGene00007630
OG0012645	CBR08813	CNI11658	WBGene00011279
OG0012646	CBR08814	CNI11659	WBGene00006959
OG0012647	CBR08819	CNI11666	WBGene00011278
OG0012648	CBR08820	CNI11667	WBGene00003073
OG0012649	CBR08821	CNI11668	WBGene00007622
OG0012650	CBR08822	CNI11669	WBGene00007623
OG0012651	CBR08830	CNI11676	WBGene00009647
OG0012652	CBR08837	CNI11686	
OG0012653	CBR08843	CNI11697	WBGene00003378
OG0012654	CBR08846	CNI11700	WBGene00020601
OG0012655	CBR08849	CNI11702	WBGene00020600
OG0012656	CBR08850	CNI11709	WBGene00020605
OG0012657	CBR08857	CNI11746	WBGene00020052
OG0012658	CBR08858	CNI11745	WBGene00020051
OG0012659	CBR08859	CNI11744	WBGene00003063
OG0012660	CBR08860	CNI11743	WBGene00004420
OG0012661	CBR08862	CNI11741	WBGene00020047
OG0012662	CBR08863	CNI11740	WBGene00020049
OG0012663	CBR08870	CNI11735	WBGene00002986
OG0012664	CBR08871	CNI11734	WBGene00015579
OG0012665	CBR08874	CNI11731	WBGene00015580
OG0012666	CBR08876	CNI11727	WBGene00000479
OG0012667	CBR08877	CNI11726	WBGene00003497
OG0012668	CBR08886	CNI11716	WBGene00000118
OG0012669	CBR08899	CNI11762	WBGene00022816
OG0012670	CBR08909	CNI11779	WBGene00001174
OG0012671	CBR08910	CNI11780	WBGene00015591
OG0012672	CBR08911	CNI11781	WBGene00003102
OG0012673	CBR08915	CNI11785	WBGene00022792
OG0012674	CBR08916	CNI11786	WBGene00022516
OG0012675	CBR08929	CNI11795	WBGene00000446
OG0012676	CBR08931	CNI11793	WBGene00003559
OG0012677	CBR08932	CNI11792	"WBGene00022661, WBGene00022662"
OG0012678	CBR08935	CNI11803	WBGene00004918
OG0012679	CBR08937	CNI11805	WBGene00044324
OG0012680	CBR08939	CNI11807	WBGene00022787
OG0012681	CBR08940	CNI11808	WBGene00004449
OG0012682	CBR08942	CNI11810	WBGene00022801
OG0012683	CBR08943	CNI11813	WBGene00022797
OG0012684	CBR08946	CNI11815	WBGene00022798
OG0012685	CBR08950	CNI11819	WBGene00015334
OG0012686	CBR08954	CNI11822	WBGene00022802
OG0012687	CBR08966	CNI11860	WBGene00016202
OG0012688	CBR08968	CNI11862	WBGene00000665
OG0012689	CBR08970	CNI11864	WBGene00006331
OG0012690	CBR08971	CNI11865	WBGene00011198
OG0012691	CBR08975	CNI11868	WBGene00011201
OG0012692	CBR08977	CNI11870	WBGene00011203
OG0012693	CBR08979	CNI11872	WBGene00011205
OG0012694	CBR08985	CNI11878	WBGene00002879
OG0012695	CBR08986	CNI11885	WBGene00003619
OG0012696	CBR08987	CNI11886	WBGene00009649
OG0012697	CBR08991	"CNI11895, CNI11910"	WBGene00012858
OG0012698	CBR08993	CNI11897	WBGene00011605
OG0012699	CBR08995	CNI11932	WBGene00011400
OG0012700	CBR08996	CNI11933	WBGene00003047
OG0012701	CBR08997	CNI11935	WBGene00011401
OG0012702	CBR09010	CNI11954	WBGene00009732
OG0012703	CBR09014	CNI11963	WBGene00009736
OG0012704	CBR09026	CNI11972	WBGene00022599
OG0012705	CBR09030	CNI11976	WBGene00022597
OG0012706	CBR09032	CNI11979	WBGene00001660
OG0012707	CBR09036	CNI11984	WBGene00001823
OG0012708	CBR09037	CNI11985	WBGene00001740
OG0012709	CBR09040	CNI11987	WBGene00016411
OG0012710	CBR09041	CNI11988	WBGene00000229
OG0012711	CBR09042	CNI11989	WBGene00016408
OG0012712	CBR09061	CNI12102	WBGene00009953
OG0012713	CBR09063	CNI12100	WBGene00009952
OG0012714	CBR09065	CNI12098	WBGene00001092
OG0012715	CBR09066	CNI12097	WBGene00003829
OG0012716	CBR09069	CNI12091	WBGene00009949
OG0012717	CBR09070	CNI12090	WBGene00001724
OG0012718	CBR09071	CNI12089	WBGene00012804
OG0012719	CBR09073	CNI12085	WBGene00012807
OG0012720	CBR09075	CNI12083	WBGene00013553
OG0012721	CBR09076	CNI12082	WBGene00013552
OG0012722	CBR09077	CNI12081	WBGene00013551
OG0012723	CBR09078	CNI12080	WBGene00013550
OG0012724	CBR09080	CNI12077	WBGene00003892
OG0012725	CBR09085	CNI12074	WBGene00016677
OG0012726	CBR09087	CNI12073	WBGene00002218
OG0012727	CBR09088	CNI12072	WBGene00013541
OG0012728	CBR09092	CNI12062	WBGene00004024
OG0012729	CBR09093	CNI12060	WBGene00016683
OG0012730	CBR09094	CNI12059	WBGene00016674
OG0012731	CBR09098	CNI12053	WBGene00016679
OG0012732	CBR09102	CNI12049	WBGene00001636
OG0012733	CBR09104	CNI12047	WBGene00013545
OG0012734	CBR09105	CNI12046	WBGene00013544
OG0012735	CBR09131	CNI12110	WBGene00000448
OG0012736	CBR09132	CNI12111	WBGene00019682
OG0012737	CBR09144	CNI12128	WBGene00019460
OG0012738	CBR09147	CNI12159	WBGene00001059
OG0012739	CBR09151	CNI12157	WBGene00000508
OG0012740	CBR09152	CNI12156	WBGene00018408
OG0012741	CBR09155	CNI12149	WBGene00004125
OG0012742	CBR09156	CNI12148	WBGene00018407
OG0012743	CBR09170	CNI12165	WBGene00018846
OG0012744	CBR09175	CNI12172	WBGene00017698
OG0012745	CBR09177	CNI12174	WBGene00010155
OG0012746	CBR09184	CNI12180	WBGene00001028
OG0012747	"CBR09193, CBR09198, CBR09203"	CNI12191	
OG0012748	"CBR09195, CBR09200, CBR09205"	CNI12193	
OG0012749	CBR09206	CNI12195	WBGene00269381
OG0012750	CBR09217	CNI12206	
OG0012751	CBR09221	CNI12210	WBGene00013574
OG0012752	CBR09222	CNI12211	WBGene00013575
OG0012753	CBR09224	CNI12213	WBGene00013577
OG0012754	CBR09227	CNI12216	WBGene00011474
OG0012755	CBR09228	CNI12217	WBGene00011476
OG0012756	CBR09230	CNI12219	WBGene00012099
OG0012757	CBR09234	CNI12223	WBGene00012095
OG0012758	CBR09240	CNI12230	WBGene00015525
OG0012759	CBR09251	CNI12246	WBGene00015162
OG0012760	CBR09253	CNI12248	WBGene00015163
OG0012761	CBR09254	CNI12249	WBGene00015156
OG0012762	CBR09255	CNI12251	WBGene00018949
OG0012763	CBR09258	CNI12254	WBGene00018951
OG0012764	CBR09259	CNI12255	WBGene00018952
OG0012765	CBR09261	CNI12257	WBGene00018954
OG0012766	CBR09262	CNI12258	WBGene00018953
OG0012767	CBR09264	CNI12260	WBGene00002182
OG0012768	CBR09266	CNI12266	WBGene00014025
OG0012769	CBR09268	CNI12268	WBGene00014023
OG0012770	CBR09269	CNI12269	WBGene00014022
OG0012771	CBR09270	CNI12270	WBGene00014031
OG0012772	CBR09272	CNI12272	WBGene00001443
OG0012773	CBR09276	CNI12276	WBGene00020110
OG0012774	CBR09278	CNI12278	WBGene00020113
OG0012775	CBR09279	CNI12279	WBGene00000080
OG0012776	CBR09280	CNI12280	WBGene00020636
OG0012777	CBR09281	CNI12281	WBGene00004189
OG0012778	CBR09283	CNI12283	WBGene00003890
OG0012779	CBR09286	CNI12286	
OG0012780	CBR09287	CNI12287	WBGene00015158
OG0012781	CBR12583	CNI16599	WBGene00001726
OG0012782	CBR12592	CNI16607	WBGene00009986
OG0012783	CBR12594	CNI16609	WBGene00009988
OG0012784	CBR12595	CNI16610	WBGene00004328
OG0012785	CBR12597	CNI16612	WBGene00009995
OG0012786	CBR12598	CNI16613	
OG0012787	CBR12603	CNI16618	WBGene00009994
OG0012788	CBR12609	CNI16624	WBGene00010279
OG0012789	CBR12611	CNI16626	WBGene00010282
OG0012790	CBR12613	CNI16628	WBGene00010283
OG0012791	CBR12615	CNI16629	WBGene00011326
OG0012792	CBR12616	CNI16631	WBGene00011327
OG0012793	CBR12617	CNI16630	WBGene00011328
OG0012794	CBR12619	CNI16633	WBGene00011329
OG0012795	CBR12620	CNI16634	WBGene00011330
OG0012796	CBR12628	CNI16644	WBGene00008989
OG0012797	CBR12629	CNI16645	WBGene00008987
OG0012798	CBR12637	CNI16654	WBGene00009975
OG0012799	CBR12638	CNI16655	WBGene00006684
OG0012800	CBR12639	CNI16656	WBGene00009976
OG0012801	CBR12640	CNI16657	WBGene00009977
OG0012802	CBR12641	CNI16658	WBGene00000447
OG0012803	CBR12642	CNI16660	WBGene00004767
OG0012804	CBR12643	CNI16661	WBGene00010089
OG0012805	CBR12644	CNI16662	WBGene00003812
OG0012806	CBR12651	CNI16668	WBGene00008627
OG0012807	CBR12657	CNI16674	WBGene00006028
OG0012808	CBR12660	CNI16676	WBGene00008630
OG0012809	CBR12664	CNI16680	WBGene00011930
OG0012810	CBR12666	CNI16683	WBGene00011931
OG0012811	CBR12668	CNI16685	
OG0012812	CBR12671	CNI16689	
OG0012813	CBR12699	CNI16723	WBGene00011194
OG0012814	CBR12703	CNI16731	WBGene00001310
OG0012815	CBR12708	CNI16738	WBGene00010259
OG0012816	CBR12729	CNI16780	WBGene00018398
OG0012817	CBR12730	CNI16781	WBGene00001152
OG0012818	CBR12732	CNI16851	WBGene00018400
OG0012819	CBR12734	CNI16848	WBGene00022629
OG0012820	CBR12738	CNI16845	WBGene00006060
OG0012821	CBR12759	CNI16820	WBGene00019066
OG0012822	CBR12761	CNI16818	
OG0012823	CBR12784	CNI16861	WBGene00017637
OG0012824	CBR12794	CNI16873	WBGene00019480
OG0012825	CBR12808	CNI16901	WBGene00015863
OG0012826	CBR12809	CNI16902	WBGene00015857
OG0012827	CBR12811	CNI16904	WBGene00017679
OG0012828	CBR12812	CNI16905	
OG0012829	CBR12820	CNI16912	WBGene00020939
OG0012830	CBR12823	CNI16915	WBGene00004766
OG0012831	CBR12824	CNI16916	WBGene00020946
OG0012832	CBR12835	CNI16932	WBGene00235325
OG0012833	CBR12836	CNI16933	WBGene00015592
OG0012834	CBR12846	CNI16944	WBGene00044696
OG0012835	CBR12847	CNI16945	WBGene00002021
OG0012836	CBR12849	CNI16950	WBGene00018696
OG0012837	CBR12862	CNI16964	WBGene00018697
OG0012838	CBR12872	CNI16981	WBGene00020720
OG0012839	CBR12876	CNI16989	WBGene00020716
OG0012840	CBR12879	CNI16986	WBGene00020719
OG0012841	CBR12884	CNI17006	WBGene00018481
OG0012842	CBR12887	CNI17009	WBGene00018480
